Embroidery Problem Data, time all measured in seconds
# stitches,trial,dpll time,dpll len,concorde time,concorde len,tsp time,tsp len,arkin time,arkin len
1,0,3.2901763916015625e-05,2.8284271247461903,0.0038919448852539062,4.0,1.1337730884552002,2.8284271247461907,6.198883056640625e-05,2.8284271247461903
1,1,2.7894973754882812e-05,5.656854249492381,0.0035309791564941406,7.0,0.03781008720397949,5.6568542494923815,5.1975250244140625e-05,5.656854249492381
1,2,2.5033950805664062e-05,6.324555320336759,0.004949092864990234,8.0,0.03845715522766113,6.324555320336758,4.982948303222656e-05,6.324555320336759
1,3,3.0279159545898438e-05,10.770329614269007,0.003551959991455078,12.0,0.036904096603393555,10.770329614269007,5.1975250244140625e-05,10.770329614269007
1,4,2.7894973754882812e-05,2.8284271247461903,0.0040607452392578125,4.0,0.05201601982116699,2.8284271247461907,4.696846008300781e-05,2.8284271247461903
1,5,2.2649765014648438e-05,11.313708498984761,0.0035028457641601562,12.0,0.03822588920593262,11.313708498984761,5.2928924560546875e-05,11.313708498984761
1,6,3.719329833984375e-05,2.0,0.003359079360961914,3.0,0.03735971450805664,2.0,4.9114227294921875e-05,2.0
1,7,2.3126602172851562e-05,11.313708498984761,0.003981113433837891,12.0,0.03844308853149414,11.313708498984761,5.3882598876953125e-05,11.313708498984761
1,8,2.6941299438476562e-05,4.0,0.003525257110595703,4.0,0.0372316837310791,4.0,4.982948303222656e-05,4.0
1,9,2.4080276489257812e-05,10.198039027185569,0.003947019577026367,12.0,0.037941932678222656,10.198039027185569,6.389617919921875e-05,10.198039027185569
1,10,2.6226043701171875e-05,4.0,0.003325939178466797,4.0,0.039579153060913086,4.0,5.125999450683594e-05,4.0
1,11,2.193450927734375e-05,14.142135623730951,0.0033731460571289062,16.0,0.03827095031738281,14.142135623730951,4.887580871582031e-05,14.142135623730951
1,12,2.3126602172851562e-05,8.246211251235321,0.0036258697509765625,11.0,0.03870701789855957,8.246211251235321,4.9114227294921875e-05,8.246211251235321
1,13,2.4080276489257812e-05,4.0,0.003487110137939453,4.0,0.0380399227142334,4.0,4.9114227294921875e-05,4.0
1,14,2.3126602172851562e-05,2.8284271247461903,0.003985166549682617,4.0,0.037696123123168945,2.8284271247461907,5.1975250244140625e-05,2.8284271247461903
1,15,2.288818359375e-05,4.47213595499958,0.003553628921508789,7.0,0.0378270149230957,4.47213595499958,5.0067901611328125e-05,4.47213595499958
1,16,2.4080276489257812e-05,8.246211251235321,0.0041468143463134766,11.0,0.03807330131530762,8.246211251235321,4.792213439941406e-05,8.246211251235321
1,17,2.4080276489257812e-05,7.211102550927978,0.0034050941467285156,8.0,0.03784680366516113,7.211102550927977,4.9114227294921875e-05,7.211102550927978
1,18,2.3603439331054688e-05,8.48528137423857,0.0036878585815429688,11.0,0.038883209228515625,8.48528137423857,4.982948303222656e-05,8.48528137423857
1,19,2.1696090698242188e-05,2.0,0.003640890121459961,3.0,0.036891937255859375,2.0,4.887580871582031e-05,2.0
1,20,2.3126602172851562e-05,4.47213595499958,0.003435850143432617,7.0,0.038736820220947266,4.47213595499958,4.982948303222656e-05,4.47213595499958
1,21,2.3126602172851562e-05,8.0,0.0034978389739990234,8.0,0.03778409957885742,8.0,4.57763671875e-05,8.0
1,22,2.3126602172851562e-05,8.246211251235321,0.0033617019653320312,11.0,0.04077291488647461,8.246211251235321,5.2928924560546875e-05,8.246211251235321
1,23,2.3603439331054688e-05,4.47213595499958,0.003407001495361328,7.0,0.03700518608093262,4.47213595499958,8.20159912109375e-05,4.47213595499958
1,24,5.698204040527344e-05,8.0,0.0041561126708984375,8.0,0.03746199607849121,8.0,5.1975250244140625e-05,8.0
1,25,2.5033950805664062e-05,6.324555320336759,0.0034177303314208984,8.0,0.03514385223388672,6.324555320336758,4.9114227294921875e-05,6.324555320336759
1,26,2.4080276489257812e-05,6.0,0.003621339797973633,7.0,0.03673291206359863,6.0,5.1975250244140625e-05,6.0
1,27,2.5272369384765625e-05,8.246211251235321,0.003459930419921875,11.0,0.03657221794128418,8.246211251235321,4.887580871582031e-05,8.246211251235321
1,28,2.384185791015625e-05,2.8284271247461903,0.0032329559326171875,4.0,0.04153609275817871,2.8284271247461907,5.7220458984375e-05,2.8284271247461903
1,29,2.5272369384765625e-05,4.0,0.004166841506958008,4.0,0.038275957107543945,4.0,4.982948303222656e-05,4.0
1,30,2.3126602172851562e-05,2.8284271247461903,0.003732919692993164,4.0,0.03554892539978027,2.8284271247461907,9.202957153320312e-05,2.8284271247461903
1,31,3.1948089599609375e-05,6.324555320336759,0.0034186840057373047,8.0,0.03574180603027344,6.324555320336758,5.3882598876953125e-05,6.324555320336759
1,32,2.384185791015625e-05,8.94427190999916,0.003258943557739258,11.0,0.03496599197387695,8.94427190999916,4.696846008300781e-05,8.94427190999916
1,33,2.3126602172851562e-05,4.47213595499958,0.0037827491760253906,7.0,0.03754901885986328,4.47213595499958,4.792213439941406e-05,4.47213595499958
1,34,2.3126602172851562e-05,12.806248474865697,0.0032651424407958984,15.0,0.03863191604614258,12.806248474865697,5.2928924560546875e-05,12.806248474865697
1,35,2.2649765014648438e-05,6.0,0.0032758712768554688,7.0,0.037835121154785156,6.0,0.0001010894775390625,6.0
1,36,3.409385681152344e-05,5.656854249492381,0.003378152847290039,7.0,0.03664588928222656,5.6568542494923815,5.3882598876953125e-05,5.656854249492381
1,37,2.5033950805664062e-05,6.324555320336759,0.0032439231872558594,8.0,0.035060882568359375,6.324555320336758,5.0067901611328125e-05,6.324555320336759
1,38,2.4080276489257812e-05,2.0,0.003531932830810547,3.0,0.0372769832611084,2.0,5.2928924560546875e-05,2.0
1,39,2.4080276489257812e-05,6.324555320336759,0.003484964370727539,8.0,0.03606891632080078,6.324555320336758,5.030632019042969e-05,6.324555320336759
1,40,2.2649765014648438e-05,10.198039027185569,0.0033779144287109375,12.0,0.035858154296875,10.198039027185569,5.6743621826171875e-05,10.198039027185569
1,41,2.574920654296875e-05,6.0,0.004238128662109375,7.0,0.036863088607788086,6.0,4.601478576660156e-05,6.0
1,42,2.8133392333984375e-05,6.324555320336759,0.0032868385314941406,8.0,0.03465414047241211,6.324555320336758,4.982948303222656e-05,6.324555320336759
1,43,2.3126602172851562e-05,4.0,0.003098011016845703,4.0,0.03677010536193848,4.0,4.887580871582031e-05,4.0
1,44,2.3126602172851562e-05,8.48528137423857,0.003998994827270508,11.0,0.03602910041809082,8.48528137423857,5.3882598876953125e-05,8.48528137423857
1,45,2.3126602172851562e-05,14.142135623730951,0.0033597946166992188,16.0,0.034258127212524414,14.142135623730951,4.982948303222656e-05,14.142135623730951
1,46,2.288818359375e-05,2.0,0.0031380653381347656,3.0,0.03929281234741211,2.0,5.1975250244140625e-05,2.0
1,47,2.3126602172851562e-05,4.0,0.003498077392578125,4.0,0.036065101623535156,4.0,4.792213439941406e-05,4.0
1,48,2.4080276489257812e-05,6.324555320336759,0.003339052200317383,8.0,0.03590703010559082,6.324555320336758,5.1021575927734375e-05,6.324555320336759
1,49,2.3126602172851562e-05,5.656854249492381,0.004053831100463867,7.0,0.03874993324279785,5.6568542494923815,5.507469177246094e-05,5.656854249492381
1,50,2.574920654296875e-05,10.0,0.0031859874725341797,11.0,0.03552412986755371,10.0,4.982948303222656e-05,10.0
1,51,2.288818359375e-05,10.198039027185569,0.003242969512939453,12.0,0.03702497482299805,10.198039027185569,9.489059448242188e-05,10.198039027185569
1,52,3.4809112548828125e-05,11.661903789690601,0.0032749176025390625,12.0,0.03652620315551758,11.661903789690601,5.0067901611328125e-05,11.661903789690601
1,53,2.384185791015625e-05,6.0,0.0032892227172851562,7.0,0.03584408760070801,6.0,5.1975250244140625e-05,6.0
1,54,2.4080276489257812e-05,2.8284271247461903,0.003348112106323242,4.0,0.03699493408203125,2.8284271247461907,5.1021575927734375e-05,2.8284271247461903
1,55,2.3126602172851562e-05,4.0,0.0035409927368164062,4.0,0.03954005241394043,4.0,4.9114227294921875e-05,4.0
1,56,2.5272369384765625e-05,4.47213595499958,0.0033681392669677734,7.0,0.0374140739440918,4.47213595499958,5.5789947509765625e-05,4.47213595499958
1,57,2.3126602172851562e-05,11.313708498984761,0.0033140182495117188,12.0,0.03508710861206055,11.313708498984761,4.792213439941406e-05,11.313708498984761
1,58,2.288818359375e-05,7.211102550927978,0.0035560131072998047,8.0,0.03815793991088867,7.211102550927977,5.1975250244140625e-05,7.211102550927978
1,59,2.3126602172851562e-05,8.94427190999916,0.0041658878326416016,11.0,0.03712797164916992,8.94427190999916,5.2928924560546875e-05,8.94427190999916
1,60,2.5033950805664062e-05,2.0,0.003206014633178711,3.0,0.0344548225402832,2.0,4.9114227294921875e-05,2.0
1,61,2.3126602172851562e-05,8.94427190999916,0.0034399032592773438,11.0,0.03738999366760254,8.94427190999916,5.698204040527344e-05,8.94427190999916
1,62,2.4080276489257812e-05,2.0,0.003565073013305664,3.0,0.0368189811706543,2.0,5.1975250244140625e-05,2.0
1,63,2.4080276489257812e-05,2.0,0.0033059120178222656,3.0,0.03598499298095703,2.0,5.602836608886719e-05,2.0
1,64,2.288818359375e-05,2.8284271247461903,0.003776073455810547,4.0,0.03878283500671387,2.8284271247461907,5.4836273193359375e-05,2.8284271247461903
1,65,2.4080276489257812e-05,4.47213595499958,0.0032129287719726562,7.0,0.03517603874206543,4.47213595499958,4.8160552978515625e-05,4.47213595499958
1,66,2.47955322265625e-05,8.246211251235321,0.003423929214477539,11.0,0.03682088851928711,8.246211251235321,9.894371032714844e-05,8.246211251235321
1,67,2.6226043701171875e-05,6.0,0.003393888473510742,7.0,0.035768985748291016,6.0,5.078315734863281e-05,6.0
1,68,2.384185791015625e-05,7.211102550927978,0.003314971923828125,8.0,0.03552699089050293,7.211102550927977,5.1021575927734375e-05,7.211102550927978
1,69,2.384185791015625e-05,2.8284271247461903,0.0035750865936279297,4.0,0.037467002868652344,2.8284271247461907,5.0067901611328125e-05,2.8284271247461903
1,70,2.288818359375e-05,8.0,0.003225088119506836,8.0,0.03654766082763672,8.0,5.1021575927734375e-05,8.0
1,71,2.288818359375e-05,6.324555320336759,0.0032372474670410156,8.0,0.03742480278015137,6.324555320336758,5.1975250244140625e-05,6.324555320336759
1,72,2.288818359375e-05,4.47213595499958,0.004137277603149414,7.0,0.03596997261047363,4.47213595499958,5.1021575927734375e-05,4.47213595499958
1,73,2.384185791015625e-05,4.0,0.0034279823303222656,4.0,0.03470587730407715,4.0,5.030632019042969e-05,4.0
1,74,2.5033950805664062e-05,2.0,0.0036187171936035156,3.0,0.036862850189208984,2.0,8.58306884765625e-05,2.0
1,75,2.8848648071289062e-05,8.48528137423857,0.003387928009033203,11.0,0.0361480712890625,8.48528137423857,4.7206878662109375e-05,8.48528137423857
1,76,2.288818359375e-05,7.211102550927978,0.0032868385314941406,8.0,0.035407304763793945,7.211102550927977,5.1021575927734375e-05,7.211102550927978
1,77,2.288818359375e-05,6.324555320336759,0.0034990310668945312,8.0,0.03715682029724121,6.324555320336758,5.1975250244140625e-05,6.324555320336759
1,78,2.384185791015625e-05,4.0,0.003206014633178711,4.0,0.03620100021362305,4.0,5.1021575927734375e-05,4.0
1,79,2.4080276489257812e-05,8.246211251235321,0.0034029483795166016,11.0,0.03483080863952637,8.246211251235321,4.792213439941406e-05,8.246211251235321
1,80,2.4080276489257812e-05,4.0,0.0036699771881103516,4.0,0.0371859073638916,4.0,5.125999450683594e-05,4.0
1,81,2.3126602172851562e-05,6.0,0.003170013427734375,7.0,0.03468608856201172,6.0,4.8160552978515625e-05,6.0
1,82,2.3126602172851562e-05,7.211102550927978,0.003309011459350586,8.0,0.03717803955078125,7.211102550927977,5.507469177246094e-05,7.211102550927978
1,83,2.5033950805664062e-05,6.324555320336759,0.004294157028198242,8.0,0.03633999824523926,6.324555320336758,4.601478576660156e-05,6.324555320336759
1,84,2.2649765014648438e-05,10.770329614269007,0.0031571388244628906,12.0,0.036355018615722656,10.770329614269007,5.1975250244140625e-05,10.770329614269007
1,85,2.2172927856445312e-05,8.94427190999916,0.0031731128692626953,11.0,0.03821682929992676,8.94427190999916,5.1021575927734375e-05,8.94427190999916
1,86,2.193450927734375e-05,10.770329614269007,0.0033731460571289062,12.0,0.0368952751159668,10.770329614269007,5.412101745605469e-05,10.770329614269007
